id,stage
4_7_274,train
6_33_362,train
9_50_539,train
10_18_147,train
10_21_360,train
10_22_391,train
10_34_320,train
6_46_386,train
4_34_731,train
10_37_40,train
4_11_726,train
2_7_157,train
8_3_489,train
12_3_133,train
5_39_355_,train
11_45_45,train
4_23_278,train
10_32_135,train
10_41_210,train
10_16_14,train
10_1_112,train
2_47_167,train
4_11_268,train
11_32_35,train
4_49_292,train
1_45_640,train
4_44_733,train
10_29_402,train
2_48_670,train
5_32_766,train
10_34_177,train
10_37_132,train
6_28_781,train
10_38_236,train
2_9_687,train
5_1_755,train
10_13_310,train
0_5_45,train
10_6_40,train
10_32_241,train
10_12_386,train
0_34_618,train
4_49_288,train
1_29_96,train
10_11_376,train
10_41_173,train
2_51_183,train
3_30_215,train
1_39_655_,train
13_35_191,train
10_8_375,train
6_16_789,train
9_24_533,train
10_9_293,train
7_39_435,train
2_37_142,train
10_16_352,train
11_51_46,train
6_48_402,train
12_29_121_,train
2_50_155,train
5_3_314,train
10_25_339,train
8_26_480,train
12_32_90,train
7_6_455,train
10_37_11,train
12_18_134,train
8_3_475,train
10_0_465,train
10_36_173,train
10_30_12,train
10_34_290,train
4_7_279,train
12_35_132,train
9_51_541,train
6_40_777,train
8_25_476,train
4_1_295,train
10_40_100,train
0_29_620,train
2_19_689,train
9_44_870,train
2_21_162,train
5_27_310,train
7_36_429,train
12_50_92,train
2_30_691,train
10_22_262,train
10_31_337,train
11_43_68,train
1_21_112,train
10_23_211,train
8_0_829,train
9_37_863,train
8_15_834,train
10_30_47,train
10_32_398,train
10_20_348,train
9_19_573,train
5_17_351,train
4_49_251,train
9_6_866,train
13_21_140,train
6_35_391,train
5_31_312_,train
1_8_89,train
6_51_797,train
9_42_575,train
10_16_378,train
8_44_839,train
10_32_120,train
2_12_172,train
3_1_245,train
10_12_156,train
10_9_154,train
10_4_92,train
13_44_150,train
4_34_283,train
1_7_221,train
10_13_253,train
10_30_451,train
10_13_152,train
4_48_246,train
0_4_20,train
9_10_854,train
2_24_181,train
2_46_146,train
0_28_631,train
2_38_131_,train
12_26_128,train
3_24_211,train
11_34_7,train
10_4_378,train
8_34_525,train
1_29_97,train
9_43_577,train
8_14_832,train
10_31_203,train
2_33_677,train
10_27_345,train
13_32_190,train
12_28_124,train
10_13_35,train
0_46_45,train
10_24_232,train
10_13_284,train
10_2_441,train
8_36_493,train
10_37_178,train
12_11_135,train
4_31_304,train
12_26_92,train
11_17_33_,train
1_37_94,train
11_50_45,train
13_48_158,train
0_49_16,train
13_39_141_,train
10_38_157,train
1_23_644,train
10_27_186,train
7_3_816,train
12_7_112,train
4_8_268,train
0_20_42,train
10_4_219,train
13_6_168,train
12_29_112,train
8_5_507,train
7_7_456,train
10_8_161,train
9_25_858,train
5_18_765,train
10_7_168,train
8_2_848,train
12_22_123,train
10_39_22,train
10_14_104,train
4_46_281,train
5_32_344,train
10_21_48,train
11_22_54_,train
9_49_870,train
10_14_214,train
10_5_335,train
11_42_13,train
10_26_363,train
5_38_350,train
8_6_847,train
10_14_439,train
9_4_554,train
2_7_667,train
9_29_864,train
10_31_196,train
4_41_280,train
13_31_144,train
3_51_712,train
10_8_80,train
2_2_677,train
2_47_164,train
4_26_747,train
12_24_137,train
10_6_199,train
7_10_437,train
6_5_377,train
4_49_266,train
9_17_878,train
7_48_467,train
1_47_76,train
3_21_202,train
3_23_205,train
2_17_681,train
1_3_87,train
5_23_351,train
10_21_169,train
10_32_111,train
1_0_643,train
8_6_477_,train
10_35_110,train
10_7_163,train
10_2_20,train
10_9_132,train
1_26_122,train
10_5_159,train
1_45_97,train
3_17_208,train
5_40_354,train
3_5_240,train
9_13_540,train
4_3_302,train
11_9_15_,train
8_22_509,train
10_34_374,train
12_38_101,train
11_6_67,train
5_12_758,train
0_43_59,train
5_39_319,train
7_48_445,train
10_13_18,train
12_36_135,train
0_33_33,train
10_39_73,train
5_41_327,train
6_20_383,train
9_32_870,train
1_23_183,train
6_21_781,train
10_13_406,train
1_21_652,train
12_41_132,train
8_26_845,train
6_37_409,train
10_6_343,train
11_20_35_,train
5_30_344,train
6_28_387,train
9_22_863,train
10_25_114,train
5_23_361,train
4_49_303,train
0_21_633,train
11_46_57,train
8_12_504,train
7_18_467,train
6_36_407,train
10_24_33,train
10_34_327,train
5_14_314,train
10_36_28,train
10_2_375,train
2_30_180,train
13_1_193,train
8_19_845,train
0_17_61,train
10_24_0,train
1_21_63,train
0_50_26,train
9_12_863,train
10_38_4,train
10_22_401,train
4_33_737_,train
11_19_69,train
10_20_344,train
7_40_814,train
0_37_621,train
13_43_159,train
10_34_272,train
10_9_60,train
3_47_200,train
3_26_710,train
3_50_207,train
5_9_762,train
12_3_109,train
1_16_96,train
12_44_89,train
10_37_297,train
8_46_487,train
0_15_50,train
12_21_77,train
10_8_284,train
0_43_41,train
2_3_693_,train
10_25_208,train
4_50_276,train
1_27_99,train
1_7_63,train
0_43_26,train
4_14_737_,train
10_0_268,train
10_36_64,train
3_45_211,train
10_29_177,train
1_41_637,train
10_26_109,train
2_50_688,train
10_5_221,train
0_3_635,train
6_23_783,train
7_7_803,train
2_11_134,train
10_38_326,train
8_5_494,train
0_13_627,train
10_0_56,train
11_11_64,train
12_9_85,train
10_29_473,train
4_38_738,train
5_44_306,train
6_34_379,train
10_35_26,train
11_22_26_,train
5_3_771,train
13_26_168,train
11_22_23_,train
8_28_472,train
6_11_796,train
11_34_12,train
7_27_422,train
0_9_622,train
12_1_101,train
10_9_364,train
12_39_89,train
0_45_25,train
13_23_167,train
10_36_457,train
10_9_138,train
8_50_490,train
12_36_120,train
10_18_289,train
0_16_61,train
5_6_330,train
10_31_25,train
5_35_353,train
8_1_496,train
10_25_33,train
8_44_480,train
10_36_128_,train
10_16_287,train
13_26_166,train
10_18_326,train
11_14_48,train
0_13_24,train
10_11_328,train
4_25_734,train
10_1_3,train
5_26_753,train
10_4_135,train
2_17_162,train
0_14_11,train
8_46_848,train
10_13_401_,train
7_6_438,train
8_8_519,train
9_43_574,train
10_19_264,train
1_34_639,train
4_5_260,train
5_43_328,train
1_26_649,train
4_34_268,train
10_6_19,train
10_27_299,train
9_48_572,train
10_18_468,train
10_40_106,train
10_23_18,train
6_1_799,train
8_32_503,train
4_6_266,train
9_41_880,train
10_36_199,train
8_35_509,train
7_34_469,train
3_46_703,train
11_50_61,train
5_8_359,train
2_25_126,train
7_33_435,train
10_20_91,train
10_5_428,train
11_50_48,train
3_42_713,train
3_4_187,train
13_44_192,train
5_14_343,train
9_19_879,train
7_26_802,train
1_6_115,train
0_19_103,train
8_7_497,train
11_32_69,train
0_22_42,train
4_28_283,train
10_5_215,train
0_17_62,train
5_0_342,train
10_4_468,train
10_22_453,train
12_6_85,train
10_22_353,train
9_4_879,train
11_40_22,train
8_0_514,train
3_36_220,train
1_0_98,train
10_25_304,train
5_0_324,train
13_46_186,train
11_47_16,train
3_40_697,train
1_4_651,train
11_1_28,train
6_37_375,train
9_27_548,train
9_30_538,train
1_19_638,train
10_14_204,train
1_33_662,train
7_13_468_,train
1_22_650,train
10_30_67,train
0_13_630,train
7_44_807,train
10_35_318,train
10_16_34,train
10_18_137,train
7_34_430,train
10_37_427,train
10_27_237,train
10_7_247,train
13_3_155,train
7_45_815,train
8_36_845,train
2_36_147,train
12_18_129,train
11_3_17,train
1_12_110,train
4_15_746,train
6_14_784_,train
10_25_472,train
10_39_322,train
7_29_448,train
9_51_562,train
12_36_131,train
0_30_52,train
0_22_61,train
9_9_569,train
3_33_714,train
12_27_135,train
6_18_383,train
10_5_275,train
10_35_409,train
10_39_288,train
11_6_68,train
4_2_289,train
13_0_148,train
12_8_90,train
0_51_2,train
13_41_164,train
10_27_8,train
9_36_540,train
7_15_801,train
2_14_140,train
13_35_186,train
11_20_36_,train
1_0_640,train
12_1_94,train
3_45_710,train
6_11_378,train
12_43_119,train
8_6_514,train
8_38_483,train
10_31_338,train
10_5_41,train
9_30_536,train
10_12_149,train
0_41_24,train
5_27_764,train
9_18_569,train
10_34_348,train
3_38_716,train
5_12_324,train
10_36_162,train
10_5_15,train
1_3_221,train
5_34_359,train
12_21_85,train
10_18_79,train
6_42_778,train
11_43_43,train
7_44_668,train
12_45_123,train
10_12_221,train
10_0_258,train
9_19_544,train
12_34_132,train
2_43_130,train
10_34_473,train
8_37_511,train
10_31_328,train
4_20_297,train
10_25_213,train
0_37_25,train
0_20_632,train
4_0_261,train
6_6_787,train
13_39_199,train
5_33_754,train
5_32_326,train
8_42_485,train
3_24_712,train
10_37_203,train
10_18_11,train
4_38_746,train
4_11_736,train
2_4_148,train
13_17_202,train
10_32_404,train
10_23_42,train
3_2_707,train
10_22_467,train
10_27_343,train
4_3_272,train
5_8_327,train
10_11_354,train
4_33_261,train
10_16_6,train
10_9_327,train
3_16_216,train
10_38_241,train
6_32_786,train
1_3_115,train
10_27_373,train
9_49_542,train
12_35_93,train
4_29_258,train
0_40_59,train
6_35_384,train
4_15_273,train
10_29_429,train
1_9_93,train
0_30_46,train
10_38_281,train
1_35_73,train
2_10_694,train
0_24_632,train
9_28_535,train
6_31_374,train
10_1_2,train
9_42_577,train
10_5_446,train
3_49_698_,train
1_21_648,train
5_39_359,train
8_31_847,train
1_38_663_,train
9_27_551,train
4_33_266,train
10_31_336,train
7_26_466,train
8_15_484,train
3_1_214,train
11_50_18,train
5_50_755,train
13_19_173,train
12_19_97,train
2_47_678,train
10_25_387,train
0_45_8,train
6_24_362,train
5_12_756,train
4_48_735,train
11_43_11,train
1_23_74,train
1_37_660,train
10_6_399,train
9_32_551,train
9_30_569,train
9_14_867,train
10_19_419,train
5_22_342,train
12_9_122,train
13_10_198,train
5_33_341,train
3_18_204,train
9_37_872,train
0_49_631,train
9_42_877,train
10_16_196,train
10_13_379,train
6_49_786,train
0_15_629,train
1_21_221,train
10_6_220,train
10_7_371,train
7_33_810,train
4_37_295,train
10_30_128,train
5_4_348,train
7_18_825,train
8_38_835,train
10_11_191,train
10_40_156,train
11_39_51,train
12_46_71,train
0_3_42,train
10_14_211,train
12_9_109,train
2_50_690,train
10_30_214,train
10_40_214,train
9_45_576,train
9_28_528,train
5_36_305,train
13_37_139,train
1_43_70,train
7_26_419,train
10_21_231,train
9_14_857,train
12_12_133,train
10_39_142,train
3_12_707_,train
10_0_251,train
1_18_662,train
10_14_274,train
13_40_146,train
10_32_131_,train
5_34_354,train
4_25_732,train
9_23_580,train
4_16_300,train
7_3_423,train
11_21_66_,train
0_33_25,train
10_34_115,train
8_33_833,train
10_21_191,train
12_29_86,train
3_31_222,train
6_36_372,train
13_2_199,train
10_24_425,train
9_45_554,train
10_12_62,train
2_29_147,train
10_37_411,train
0_31_41,train
7_8_434,train
10_2_218,train
12_10_103,train
10_9_245,train
4_24_724,train
1_43_114,train
10_29_217,train
1_23_77,train
9_14_566,train
10_18_130,train
13_0_172,train
10_5_227,train
1_39_98,train
9_31_538,train
10_22_411,train
4_18_737_,train
3_14_719,train
13_40_159,train
5_18_772,train
1_50_106,train
8_4_484,train
10_31_74,train
5_27_323,train
6_40_789,train
4_3_301,train
2_1_153,train
12_18_126,train
10_6_462,train
0_45_32,train
3_3_216,train
12_40_72,train
0_32_49,train
1_6_93,train
3_22_189,train
10_1_402,train
9_2_878,train
4_1_259,train
11_38_0,train
1_0_72,train
6_25_774,train
10_18_42,train
10_37_145,train
11_50_68,train
1_18_73,train
10_35_150,train
10_20_236,train
10_40_413,train
6_39_391,train
3_10_704,train
1_35_103,train
10_18_175,train
7_27_819,train
11_5_5,train
7_20_438,train
3_11_209,train
4_30_272,train
9_36_880,train
10_16_147,train
7_7_820,train
10_18_369,train
1_51_201,train
3_47_196,train
1_0_637,train
10_39_398,train
6_25_384,train
5_19_358,train
7_44_455,train
13_40_196,train
13_51_159,train
10_32_406,train
13_1_180,train
1_8_69,train
9_12_536,train
1_36_664,train
11_23_62_,train
12_16_114,train
10_36_31,train
4_5_255,train
11_35_59,train
2_16_148,train
9_47_576,train
0_10_26,train
9_44_538,train
0_25_2,train
11_35_69,train
10_0_165,train
10_24_17,train
0_37_56,train
1_40_96,train
3_40_232,train
3_41_209,train
5_38_771,train
10_6_359,train
5_3_358,train
1_42_647,train
0_46_6,train
11_0_66,train
10_16_456,train
0_13_47,train
5_24_317,train
10_7_341,train
13_42_177,train
13_23_150,train
4_30_735,train
10_26_219,train
11_5_31,train
12_7_104,train
2_19_686,train
6_3_413,train
0_46_44,train
2_14_677,train
4_48_738,train
4_43_283,train
5_32_307,train
10_27_68,train
3_48_700,train
13_36_204,train
3_20_188,train
10_34_305,train
9_18_856,train
11_5_2,train
2_30_165,train
2_16_184,train
3_7_195,train
10_38_117,train
0_10_24,train
4_27_742,train
4_21_288,train
5_3_326,train
9_28_580,train
8_34_492,train
10_19_396_,train
12_30_135,train
0_24_59,train
2_2_693_,train
4_19_272,train
3_47_232,train
11_26_23,train
3_17_714,train
10_9_373,train
10_24_252,train
9_18_536,train
6_11_409,train
7_44_465,train
0_42_47,train
10_2_173,train
6_23_785,train
12_29_133,train
4_28_260,train
1_37_642_,train
11_13_42_,train
10_7_66,train
10_12_145,train
7_34_439,train
10_14_210,train
5_14_342,train
8_15_845,train
0_41_630,train
3_16_234,train
12_22_131,train
10_19_46,train
1_1_115,train
10_4_220,train
10_24_78,train
7_28_441,train
2_19_163,train
10_8_213,train
10_40_12,train
9_8_553,train
7_41_825,train
11_3_9,train
10_14_94,train
1_37_666,train
10_4_330,train
10_39_342,train
10_31_5,train
7_21_806,train
3_37_223_,train
10_24_236,train
2_36_145,train
11_8_51,train
0_21_42,train
13_9_183,train
1_10_96,train
12_12_137,train
3_7_207,train
1_30_107,train
2_31_127,train
12_7_88,train
12_12_79,train
10_18_383,train
1_8_99,train
10_12_409,train
1_2_658,train
12_18_112,train
2_27_142,train
4_29_296,train
10_34_260,train
0_42_54_,train
7_21_446,train
12_48_128_,train
10_36_201,train
11_31_61,train
4_4_723,train
1_2_85,train
1_46_661,train
10_29_69,train
5_0_771,train
8_24_526,train
1_51_207,train
7_0_427,train
10_7_50,train
5_14_350,train
12_50_132,train
10_29_87,train
12_48_118,train
3_20_210,train
1_30_71,train
12_39_93,train
10_11_310,train
0_15_10,train
5_38_766,train
1_28_117,train
3_22_231,train
4_25_247,train
4_18_730,train
9_11_564,train
5_29_765,train
12_32_100,train
13_42_162,train
0_19_11,train
2_11_184,train
3_3_722,train
9_25_873,train
10_25_294,train
2_23_167,train
10_18_104,train
8_44_475,train
10_13_38,train
4_26_247,train
5_38_336,train
5_5_360,train
12_43_95,train
4_26_259,train
11_25_50_,train
12_5_89,train
9_45_880,train
11_2_36,train
10_37_110,train
6_12_417,train
5_44_351,train
7_21_823,train
12_42_128_,train
10_29_288,train
6_44_363,train
10_40_316_,train
3_4_236,train
8_47_477,train
5_36_772,train
1_47_110,train
10_0_307,train
10_32_269,train
3_11_696,train
8_29_506,train
0_19_635,train
9_44_865,train
7_13_432,train
1_3_117,train
10_1_299,train
6_18_390,train
0_45_632,train
2_19_169,train
6_16_391,train
9_12_869,train
7_8_448,train
11_43_41,train
9_40_859,train
4_5_269,train
8_50_838,train
9_7_536,train
10_22_207,train
3_14_239_,train
3_44_715,train
11_37_69,train
0_18_612,train
0_49_19,train
4_19_252,train
10_32_436,train
1_23_657,train
10_18_45,train
3_37_191,train
0_40_615,train
12_25_112,train
0_14_47,train
4_13_250,train
8_37_487,train
6_39_385,train
6_21_782,train
9_20_867,train
2_38_151,train
9_1_548,train
10_32_176,train
4_49_250,train
3_4_210,train
10_1_212,train
9_7_869,train
10_8_204,train
8_0_834,train
3_40_243,train
10_36_32,train
7_23_808,train
9_43_856,train
9_38_531,train
5_49_353,train
10_27_74,train
10_12_17,train
10_25_204,train
1_36_67,train
11_20_4_,train
5_35_348,train
9_40_858,train
11_8_55,train
0_10_46,train
1_22_120,train
10_6_187,train
7_31_445,train
10_21_182,train
7_18_453,train
4_6_750,train
10_34_471,train
10_30_240,train
13_37_160,train
13_46_202,train
13_3_154,train
2_51_126,train
10_32_124,train
0_19_630,train
10_34_41,train
10_2_99,train
7_40_430,train
7_37_452,train
4_25_750,train
5_24_326,train
1_42_87,train
10_13_221,train
9_18_544,train
2_28_689,train
10_34_294,train
5_34_762,train
5_6_764,train
11_20_59_,train
13_2_191,train
10_27_358,train
8_6_483,train
11_34_37,train
4_12_730,train
12_9_100,train
4_38_726,train
12_18_123,train
1_22_112,train
13_11_167,train
13_43_176,train
10_11_114,train
11_24_34_,train
5_22_753,train
10_11_126,train
7_25_444,train
10_30_111,train
10_27_352,train
10_7_370,train
1_27_646,train
10_2_18,train
10_7_191,train
3_10_708,train
8_29_478,train
11_36_24,train
6_36_387,train
10_39_185,train
9_49_868,train
13_33_181,train
10_26_402,train
4_40_259,train
13_0_201,train
10_40_130,train
4_48_733,train
13_34_147,train
12_10_115,train
10_2_203,train
9_15_540,train
10_24_419,train
3_42_239,train
13_31_147,train
10_14_447,train
10_32_223,train
11_48_44,train
5_31_315,train
10_31_143,train
10_37_318,train
0_40_13,train
8_28_473,train
10_9_417,train
11_17_31,train
8_49_473,train
4_44_256,train
10_14_96_,train
1_34_91,train
10_41_50,train
5_19_310,train
11_36_46,train
9_50_568,train
6_20_403,train
9_37_858,train
3_27_701,train
10_27_259,train
0_46_620,train
12_1_112,train
10_32_184,train
10_8_458,train
6_19_796,train
9_50_567,train
9_32_531,train
13_7_139,train
9_36_541,train
13_49_194,train
5_25_759,train
10_2_298,train
10_39_309,train
10_4_423,train
1_48_649,train
10_16_80,train
11_8_28,train
12_24_132,train
0_17_8,train
6_38_373,train
0_44_18,train
10_6_315,train
0_11_50,train
12_9_119,train
1_28_75,train
9_28_554,train
10_12_106,train
4_43_296,train
0_1_6,train
10_24_111,train
5_39_339,train
1_29_107,train
11_45_24,train
10_19_179,train
5_36_763,train
10_36_430,train
9_12_539,train
0_7_24,train
6_36_386,train
9_7_578,train
6_13_378,train
9_7_569,train
0_16_27,train
7_39_425,train
0_31_632,train
10_0_303,train
10_22_407,train
10_11_348,train
9_22_583,train
4_11_732,train
11_1_29,train
9_29_875,train
1_12_652,train
8_16_479,train
13_22_193,train
4_4_734,train
10_22_266,train
13_34_203,train
10_11_195,train
10_21_350,train
3_49_214,train
2_46_137,train
2_42_156,train
10_16_175,train
4_16_248,train
10_27_102,train
6_28_792,train
10_2_25,train
1_47_665,train
13_36_154,train
12_16_129,train
10_27_261,train
13_47_174,train
1_41_662,train
1_36_650,train
10_30_285,train
7_6_441,train
10_12_321,train
0_11_40,train
4_27_737,train
3_36_221,train
0_8_626,train
11_41_9,train
10_38_422,train
10_41_156,train
11_26_31,train
9_2_536,train
12_4_129,train
10_19_5,train
10_40_25,train
5_24_756,train
11_4_15_,train
8_36_846,train
12_46_89,train
6_45_794,train
9_4_537,train
11_47_36,train
2_14_676,train
9_50_534,train
12_17_81,train
10_8_215,train
5_20_323,train
10_8_41,train
10_36_19,train
8_38_517,train
7_0_801,train
11_11_26,train
1_13_110,train
0_31_633,train
10_27_396,train
1_28_101,train
3_43_235,train
6_40_413,train
1_41_102,train
4_48_257,train
6_23_388,train
7_10_443,train
10_20_467,train
3_17_244_,train
10_21_346,train
12_50_136,train
12_46_78,train
4_25_723,train
10_25_362,train
13_50_171,train
7_5_420,train
11_34_60,train
3_3_188,train
10_35_253,train
3_42_710,train
10_4_79,train
10_19_422,train
6_4_394,train
11_38_32,train
10_26_107,train
2_36_672_,train
10_23_68,train
11_37_12,train
9_7_866,train
3_35_710,train
6_26_781,train
0_7_16,train
6_23_799,train
5_19_337,train
5_13_308,train
10_8_272,train
5_17_346,train
2_4_685,train
11_41_68,train
10_9_227,train
10_12_314,train
6_34_404,train
10_13_419_,train
9_23_576,train
0_7_0,train
10_6_418,train
13_51_180,train
13_26_156,train
10_11_344,train
9_24_583,train
10_4_264,train
1_48_87,train
13_15_180,train
13_7_201,train
13_22_201_,train
6_43_382,train
4_22_271,train
8_1_521,train
8_42_500,train
12_23_70,train
12_41_82,train
2_13_690,train
12_3_103,train
3_25_210,train
12_11_93,train
4_19_728,train
3_3_702,train
3_16_241,train
11_41_45,train
6_50_377,train
9_24_538,train
11_20_65_,train
5_37_306,train
10_8_296,train
1_51_115,train
9_5_528,train
3_8_211,train
13_6_165,train
11_50_51,train
13_27_183,train
7_36_423_,train
10_0_52,train
2_47_132,train
10_7_158,train
10_12_291,train
10_11_171,train
0_18_629,train
5_18_344,train
10_7_199,train
8_12_493,train
10_11_53_,train
0_33_0,train
10_39_69,train
10_9_104,train
10_20_141,train
3_4_216,train
5_10_344,train
2_6_154,train
4_23_727,train
11_3_69,train
5_49_762,train
9_6_537,train
10_38_89,train
0_32_631,train
3_36_198_,train
10_39_241,train
10_23_181,train
3_14_696,train
11_8_5,train
1_14_94,train
10_25_230,train
10_16_171,train
4_25_246,train
3_36_211,train
3_10_702,train
1_19_88,train
6_15_800_,train
10_18_14,train
2_24_241,train
3_31_223_,train
0_26_615,train
6_25_366,train
0_26_619,train
10_7_220,train
7_5_457,train
5_30_773_,train
8_31_512,train
10_4_82,train
12_14_119,train
10_37_207,train
9_38_577,train
10_1_436,train
4_15_246,train
2_34_133,train
11_25_44_,train
4_29_745,train
2_29_170,train
1_40_67,train
1_7_110,train
13_46_173,train
5_34_348,train
13_23_153,train
12_42_119,train
10_22_142,train
3_15_210,train
13_28_158,train
5_47_340,train
10_39_177,train
1_40_641,train
10_21_2,train
8_24_850,train
4_40_746,train
10_24_147,train
8_20_519,train
9_48_548,train
6_14_405,train
1_5_111,train
1_11_102,train
2_15_152,train
1_6_114,train
11_19_52_,train
12_19_135,train
7_32_455,train
10_23_279,train
10_4_473,train
10_13_69,train
7_43_446,train
5_43_773_,train
10_4_370,train
6_31_399,train
7_4_815,train
1_2_93,train
3_41_696,train
13_17_150,train
10_20_271,train
1_7_643,train
8_30_525,train
10_41_406,train
10_40_0,train
10_14_338,train
10_23_140,train
1_12_69,train
13_26_154,train
6_46_388,train
6_43_362,train
0_43_1,train
3_17_206,train
4_16_249,train
7_14_441,train
11_30_3,train
0_20_1,train
11_38_10,train
13_49_201,train
10_12_112,train
10_27_269,train
12_37_95,train
12_34_92,train
10_35_32,train
13_7_173,train
10_20_239,train
1_0_639,train
9_45_551,train
13_27_153,train
11_1_38,train
10_37_62,train
9_47_876_,train
8_45_512,train
2_2_154,train
10_19_156,train
13_50_165,train
10_36_107,train
10_30_230,train
2_19_137,train
2_23_163,train
10_12_211,train
10_41_292,train
10_39_200,train
5_41_755,train
11_4_2,train
13_0_178,train
10_6_319,train
4_20_278,train
6_36_784_,train
13_22_179,train
10_37_316_,train
10_31_77,train
10_31_332,train
2_28_695_,train
4_46_739,train
6_23_418,train
10_7_410,train
2_7_695,train
10_25_120,train
10_0_163,train
9_38_877,train
6_43_390,train
11_9_69_,train
0_1_59,train
3_1_718,train
7_14_431,train
6_33_383,train
8_38_514,train
11_17_69,train
10_12_250,train
10_1_366,train
7_10_433,train
10_31_128,train
13_38_202,train
5_20_307,train
10_13_471,train
10_2_66,train
10_0_433,train
10_8_398,train
9_2_864,train
0_6_3,train
7_13_817,train
0_10_34,train
10_22_186,train
10_20_249,train
10_8_138,train
10_30_350,train
3_47_225,train
6_10_391,train
9_5_530,train
13_15_140,train
1_27_91,train
5_10_328,train
3_40_207,train
9_8_545_,train
10_2_294,train
1_32_657_,train
12_18_131,train
10_1_445,train
10_38_388,train
12_17_91,train
9_32_520_,train
10_1_421,train
4_49_736,train
13_41_194_,train
1_35_647,train
4_49_291,train
10_5_18,train
6_4_363,train
10_5_276,train
13_31_175,train
0_0_48,train
1_20_93,train
2_35_166,train
12_40_80,train
1_47_644,train
3_49_701,train
7_4_466,train
4_39_250,train
10_38_308,train
3_1_719,train
2_23_168,train
12_17_74_,train
4_31_274,train
10_12_453,train
10_27_141_,train
10_26_195,train
10_0_150,train
0_43_627,train
10_32_115,train
10_32_108,train
10_9_335,train
10_7_122,train
5_40_329,train
5_12_355,train
7_1_464,train
9_1_856,train
10_29_345,train
10_1_268,train
9_45_878,train
6_17_797,train
10_16_76,train
1_49_653,train
9_45_561,train
0_30_42,train
7_45_455,train
8_43_502,train
0_37_2,train
7_15_462,train
10_9_383,train
5_32_328,train
1_3_100,train
5_28_357,train
10_41_204,train
5_3_770,train
3_16_716,train
10_40_185,train
10_35_458,train
6_27_389,train
0_22_51,train
1_34_113,train
10_35_174,train
11_47_26,train
4_36_723,train
11_11_19_,train
7_21_807,train
3_27_242,train
10_14_171,train
10_1_67,train
13_31_158,train
10_18_269,train
6_24_416,train
1_3_113,train
2_51_137,train
7_26_822,train
2_51_145,train
4_22_296,train
1_2_103,train
4_40_271,train
6_9_399,train
7_49_444,train
2_23_127,train
5_20_344,train
4_7_726,train
11_29_7,train
3_8_187,train
2_6_689,train
10_5_68,train
10_36_321,train
11_32_51,train
10_37_269_,train
13_9_159,train
10_30_461,train
10_16_327,train
11_39_18,train
2_35_182,train
5_4_751,train
10_36_27,train
6_6_370,train
10_20_329,train
9_32_568,train
6_3_798,train
8_28_522,train
10_5_468,train
10_6_53_,train
9_27_574,train
12_11_94,train
0_0_40,train
8_16_504,train
10_39_146,train
13_31_166,train
1_15_105,train
5_29_313,train
3_42_219,train
10_37_468,train
10_36_179,train
4_0_748,train
10_5_32,train
10_31_142,train
0_10_14,train
9_17_562,train
1_11_100,train
13_51_148,train
0_12_49,train
10_41_18,train
10_29_339,train
11_0_4,train
8_41_841,train
7_36_804,train
0_7_613,train
0_22_58,train
10_38_128,train
10_21_40,train
4_39_748,train
10_25_16,train
10_18_99,train
6_22_375,train
6_12_787,train
2_5_145,train
4_12_279,train
10_6_65,train
1_41_63,train
3_15_190,train
2_34_167,train
10_1_465,train
8_6_835,train
11_36_49,train
10_40_117,train
11_30_61,train
10_5_307,train
6_37_373,train
11_20_8,train
2_23_132,train
7_15_464,train
10_7_395,train
10_5_346,train
4_17_269,train
9_43_532,train
12_4_94,train
13_49_183,train
10_26_31,train
4_20_748,train
5_19_345,train
3_50_219,train
0_49_15,train
1_32_76,train
5_17_336,train
9_41_537,train
2_10_672,train
0_44_40,train
10_26_426,train
12_29_125,train
10_20_76,train
4_20_258,train
7_13_471,train
3_22_232,train
4_23_259,train
1_50_277,train
2_7_133,train
10_9_356,train
10_25_197,train
10_24_158,train
10_29_238,train
10_12_448,train
6_12_785,train
10_36_50,train
9_28_578,train
11_5_61,train
8_9_488,train
10_23_82,train
10_27_103,train
2_33_687,train
10_13_26,train
7_5_811,train
6_17_517,train
10_21_193,train
11_9_36,train
2_6_136,train
8_14_495,train
5_16_754,train
10_14_166,train
6_51_518,train
8_8_843,train
9_36_581,train
12_3_97,train
8_40_521,train
10_30_93,train
10_11_429,train
10_19_457,train
10_8_190,train
8_16_852,train
11_7_11_,train
10_16_304,train
6_33_781,train
1_50_649,train
4_42_748,train
1_12_649,train
10_0_203,train
13_27_177,train
13_30_197,train
6_38_380,train
10_34_106,train
5_8_772,train
7_33_817,train
8_5_475,train
5_24_305,train
5_28_313,train
10_5_67,train
12_21_126,train
3_34_225,train
12_25_89,train
10_37_299,train
0_39_16,train
6_42_366,train
8_30_523,train
2_39_133,train
10_6_294,train
11_39_68,train
10_20_92,train
10_36_249,train
12_22_135,train
7_0_809,train
7_17_464,train
6_3_406,train
6_24_508,train
0_46_631,train
8_25_831,train
1_46_63,train
9_37_862,train
10_22_193,train
3_41_201,train
7_50_440,train
5_44_350,train
4_10_288,train
10_2_146,train
2_30_161,train
10_23_345,train
10_7_99,train
10_35_24,train
13_44_151,train
10_38_170,train
10_22_206,train
4_0_727,train
10_9_280,train
10_30_387,train
11_0_24,train
4_44_745,train
5_17_753,train
9_26_859,train
5_24_328,train
10_21_11,train
4_29_247,train
